IATA_1,IATA_2,Distance
SCK,NGZ,95838
SCK,RHV,80802
CHS,BFT,77653
CHS,HHH,97120
CHS,GGE,81446
CHS,OGB,98407
RNO,NFL,92166
RNO,TVL,70159
RNO,TKF,37699
KTN,ANN,36013
KTN,MTM,26450
KTN,HYG,72558
KTN,KLW,89478
YIP,YQG,47545
YIP,DTW,14864
YIP,DET,46892
YIP,MTC,70675
YIP,TOL,76036
YIP,FNT,82848
YIP,JXN,76590
YIP,PTK,48455
YIP,ARB,17815
VBG,SBA,76479
VBG,SBP,55855
VBG,SMX,21408
VBG,LPC,13282
VBG,SQA,48724
BHM,ANB,83093
BHM,TCL,88373
BHM,GAD,76560
BHM,ASN,65175
NEL,TTN,47615
NEL,EWR,75034
NEL,ACY,66890
NEL,TEB,94242
NEL,WRI,20417
NEL,MIV,96329
NEL,LGA,92293
NEL,PNE,56265
NEL,PHL,77861
NEL,JFK,83270
NEL,NXX,70162
NEL,JRB,79879
NEL,MMU,85442
NEL,JRA,85481
NEL,CDW,93918
NEL,BBX,78518
NEL,LLY,43186
NEL,LDJ,65673
NEL,DYL,73418
NEL,UKT,98196
LSV,INS,69309
LSV,LAS,20358
LSV,VGT,14647
LSV,HSH,30670
LSV,DRA,99126
RIV,HHR,99526
RIV,VCV,80606
RIV,LGB,82856
RIV,ONT,37118
RIV,RAL,18922
RIV,PSP,69750
RIV,SNA,60794
RIV,CLD,83779
RIV,NZJ,49255
RIV,FUL,66643
RIV,OCN,74373
RIV,UDD,92193
RIV,SBD,24003
RIV,RBK,36211
RIV,POC,53680
RIV,EMT,75190
RIV,CCB,47205
RIV,CNO,36449
RIV,BNG,37992
MOD,MER,43677
MOD,SJC,90962
MOD,NUQ,99456
MOD,SCK,38954
MOD,MCE,54348
MOD,LVK,76687
MOD,RMY,81654
MOD,RHV,83079
MOD,HLI,91001
SMF,MHR,29958
SMF,SUU,56369
SMF,BAB,50840
SMF,SAC,22073
SMF,MCC,16799
SMF,SCK,94371
SMF,APC,80618
SMF,MYV,44832
SMF,CCR,88468
UGN,DPA,65313
UGN,MKE,58490
UGN,MDW,71461
UGN,ORD,49475
UGN,ENW,19930
UGN,GYY,97287
UGN,MWC,77809
UGN,JVL,98789
UGN,LOT,92658
UGN,PWK,34395
UGN,RAC,37917
UGN,CGX,66287
COS,FCS,14993
COS,PUB,60198
COS,BFK,99828
COS,APA,86034
BUF,YTZ,93509
BUF,ROC,88497
BUF,IAG,25457
BUF,JHW,97655
BUF,DKK,66538
BUF,YCM,45382
BUF,DU9,70825
SKY,YQG,97067
SKY,CLE,67030
SKY,TOL,97824
SKY,CGF,98305
SKY,MFD,69071
SKY,FDY,97093
SKY,BKL,81360
SKY,GQQ,75935
PAE,GRF,94779
PAE,NUW,56847
PAE,SEA,50946
PAE,TCM,86794
PAE,BFI,41916
PAE,CLM,93775
PAE,LPS,80646
PAE,PWT,58780
PAE,FRD,87903
PAE,TIW,74460
PAE,RNT,46262
PAE,SHN,99186
PAE,MVW,63692
MUO,BOI,64573
CDC,SGU,82448
CDC,BCE,84025
BDL,BDR,93875
BDL,HFD,22683
BDL,SFZ,98721
BDL,CEF,30933
BDL,HVN,77050
BDL,GON,86089
BDL,ORH,76055
BDL,WST,98284
BDL,BAF,24514
BDL,DXR,91683
BDL,OXC,63534
MFE,MAM,84483
MFE,REX,18607
MFE,HRL,58644
MFE,BRO,86625
NGU,FAF,35733
NGU,ECG,76057
NGU,ORF,9186
NGU,PHF,28204
NGU,LFI,17369
NGU,NTU,26233
CEF,HFD,51783
CEF,SFZ,91443
CEF,BDL,30933
CEF,ORH,54936
CEF,BAF,15450
CEF,OXC,93925
CEF,EEN,81347
ORD,DPA,29537
ORD,MDW,24884
ORD,UGN,49475
ORD,MGC,94947
ORD,ENW,68721
ORD,GYY,57391
ORD,LOT,44280
ORD,PWK,15100
ORD,RAC,87363
ORD,JOT,56007
ORD,CGX,27976
ORD,VPZ,94733
BCT,FXE,21129
BCT,HWO,44052
BCT,FLL,34348
BCT,MIA,67673
BCT,LNA,23984
BCT,TNT,97633
BCT,PBI,33941
BCT,OPF,55190
BCT,TMB,87592
BCT,SUA,90119
BCT,PHK,73807
BCT,PPM,14631
FAI,EIL,39489
FAI,FBK,11727
FAI,ENN,65198
CVS,TCC,92687
CVS,CVN,22810
NGF,HHI,28416
NGF,HDH,46692
NGF,MKK,77170
NGF,HNL,21709
NGF,LUP,86542
NGF,JRF,35125
OFF,OMA,20640
OFF,LNK,77122
OFF,CBF,20198
OFF,FET,62771
ART,YGK,52809
ART,RME,97859
ART,OGS,88661
ART,SYR,98277
PSP,RAL,87738
PSP,RIV,69750
PSP,TRM,39278
PSP,UDD,23294
PSP,SBD,73435
PSP,RBK,64159
PSP,BNG,33450
AMA,PPA,77902
AMA,BGD,60608
FOD,MCW,97444
BAD,GGG,99399
BAD,SHV,16487
BAD,DTN,8829
FOE,MCI,90642
FOE,FRI,95943
FOE,FLV,79608
FOE,MHK,89612
FOE,MKC,94553
FOE,EMP,82761
FOE,JCI,68321
FOE,TOP,13587
FOE,LWC,39259
FOE,OJC,81043
COT,UVA,98287
ILM,OAJ,67647
ILM,CRE,91373
BTR,ARA,89575
BTR,LFT,88376
BTR,MCB,96718
TYR,GGG,65045
BWI,FME,12738
BWI,DCA,48126
BWI,ADW,44078
BWI,IAD,72761
BWI,APG,53836
BWI,ESN,66304
BWI,GAI,42960
BWI,ANP,27284
BWI,MTN,27590
BWI,MNZ,89065
BWI,DAA,67802
HBR,LTS,41109
HBR,FSI,70457
HBR,LAW,74777
HBR,CSM,41100
LNY,HNM,97520
LNY,OGG,55644
LNY,MKK,43577
LNY,JHM,35009
LNY,LUP,47416
AEX,ESF,25286
AEX,POE,68750
AEX,DRI,93376
WSD,CJS,78563
WSD,ELP,59525
WSD,BIF,54812
WSD,HMN,63296
WSD,LRU,49169
WSD,ALM,67612
CDB,KVC,30854
CDB,KFP,59201
TUL,RVS,19692
TUL,OKM,59285
TUL,CUH,84295
SIT,AGN,69056
ISP,EWR,90839
ISP,BDR,41057
ISP,HPN,59372
ISP,FOK,39827
ISP,TEB,81151
ISP,LGA,65133
ISP,JFK,59820
ISP,JRB,77354
ISP,HVN,55146
ISP,JRA,76586
ISP,CDW,99882
ISP,FRG,27423
ISP,DXR,71715
ISP,OXC,76132
ISP,LDJ,98579
MSP,STC,98959
MSP,STP,14032
MSP,FCM,19545
ILG,TTN,94906
ILG,DOV,62319
ILG,ACY,91691
ILG,WRI,94492
ILG,MIV,57469
ILG,WWD,95807
ILG,PNE,67867
ILG,PHL,37946
ILG,APG,53736
ILG,NXX,69965
ILG,LNS,76812
ILG,RDG,83687
ILG,BBX,58808
ILG,LLY,71396
ILG,CTH,40097
ILG,MTN,79703
ILG,DYL,83724
ILG,UKT,86360
DUT,KQA,56399
MSY,NBG,28517
MSY,NEW,22803
PWM,AUG,85545
PWM,PSM,75714
PWM,LEW,44832
PWM,FRY,64070
PWM,NHZ,40472
OKC,TIK,19575
OKC,SWO,97336
OKC,CUH,97176
OKC,PWA,16261
ALB,SCH,15572
ALB,GFL,67814
VDZ,CDV,82803
LFI,FAF,22725
LFI,ECG,93031
LFI,RIC,97086
LFI,ORF,25298
LFI,PHF,12966
LFI,NGU,17369
LFI,NTU,41208
SNA,LAX,58110
SNA,HHR,51214
SNA,LGB,30675
SNA,BUR,73972
SNA,ONT,49003
SNA,RAL,49759
SNA,RIV,60794
SNA,VNY,82671
SNA,CLD,81849
SNA,NZJ,12691
SNA,FUL,24185
SNA,OCN,69881
SNA,AVX,59111
SNA,TOA,45947
SNA,SMO,65869
SNA,SBD,74864
SNA,RBK,69517
SNA,WHP,82172
SNA,POC,46975
SNA,EMT,48222
SNA,CCB,51295
SNA,CNO,39550
SNA,BNG,98026
CBM,GTR,25525
CBM,TCL,90550
CBM,TUP,75739
TMB,FXE,66551
TMB,HWO,43787
TMB,FLL,54976
TMB,MIA,21564
TMB,TNT,52279
TMB,OPF,32733
TMB,HST,18409
TMB,BCT,87592
TMB,OCA,39254
TMB,PPM,74069
NTU,FAF,61825
NTU,ECG,63614
NTU,ORF,17053
NTU,PHF,53572
NTU,NGU,26233
NTU,LFI,41208
NTU,FFA,95043
GUS,FWA,88621
GUS,MIE,78388
GUS,LAF,71401
GUS,OKK,15495
GUS,RNZ,93032
GUS,AID,75477
VPS,NSE,54615
VPS,CEW,32907
VPS,NPA,77519
VPS,PNS,63443
VPS,PFN,86388
VPS,DSI,10599
VPS,ECP,71467
VPS,EGI,18614
SEM,MXF,58647
SEM,MGM,56067
EYW,NQX,7486
EYW,MTH,74114
CLT,HKY,71278
CLT,USA,28745
CLT,RKH,27240
CLT,MRN,90666
CLT,SVH,61378
CLT,SPA,98125
LAS,INS,73276
LAS,LSV,20358
LAS,VGT,15021
LAS,HSH,12054
LAS,DRA,99213
MCO,ORL,13134
MCO,COF,71822
MCO,MLB,74540
MCO,DAB,87056
MCO,SFB,39386
MCO,ISM,19974
MCO,BOW,71370
MCO,LAL,85148
MCO,AVO,95754
MCO,GIF,59690
MCO,ZPH,85955
MCO,TIX,50784
MCO,LEE,65611
FLO,MYR,92567
FLO,SSC,72805
FLO,CDN,78168
FLO,LBT,77191
FLO,HCW,62498
FLO,HVS,43692
YNG,CLE,99284
YNG,PIT,93501
YNG,AKC,70556
YNG,FKL,69680
YNG,CAK,74637
YNG,CGF,75436
YNG,BKL,88604
YNG,LNN,75719
YNG,BFP,59476
FBK,EIL,30931
FBK,FAI,11727
FBK,ENN,76618
WRB,MCN,7953
WRB,DBN,57508
BKK,DMK,29886
MXB,TTR,77787
TTR,MXB,77787
KDI,RAQ,77425
SBG,BTJ,40116
TSY,BDO,89118
TSY,CBN,73317
TSY,CXP,93100
TSY,CJN,49456
MLG,SUB,61378
BDO,TSY,89118
CBN,TSY,73317
JOG,SRG,90993
JOG,SOC,46938
CXP,TSY,93100
CXP,CJN,60699
PCB,CGK,26443
PCB,HLP,15990
SRG,JOG,90993
SRG,SOC,73744
BTH,JHB,76493
BTH,QPG,35372
BTH,TGA,54410
BTH,XSP,43192
BTH,SIN,29057
BTH,TNJ,50995
BTH,TJB,81150
TNJ,QPG,84657
TNJ,XSP,92134
TNJ,SIN,76486
TNJ,BTH,50995
MOF,ENE,67496
ENE,MOF,67496
ENE,BJW,68255
RTG,LBJ,65885
RTG,BJW,65050
LBJ,RTG,65885
BPN,SRI,92026
TRK,TJS,58816
TRK,NNX,90445
TRK,BYQ,36051
SRI,BPN,92026
SRI,TSX,54641
TSX,SRI,54641
TSX,SGQ,54110
AMI,LOP,29644
SUB,MLG,61378
SOC,JOG,46938
SOC,SRG,73744
ICN,SSN,58537
ICN,OSN,66374
ICN,GMP,31622
ICN,SWU,55448
ICN,HMY,85227
CNX,LPT,79471
CNX,PYY,87159
CEI,MOG,90694
CEI,THL,59420
CEI,HOE,67141
KOP,ZVK,92922
KOP,SNO,59525
UBP,PKZ,98763
THS,PHS,70517
THS,TKT,71156
ATH,HEW,19771
ATH,PKH,99967
NGO,QGU,59927
NGO,NKM,45462
UKB,ITM,25932
UKB,TKS,79442
UKB,KIX,22950
PUW,LWS,41759
LWS,PUW,41759
ELM,ITH,51280
ELM,BGM,75407
ITH,SYR,74790
ITH,ELM,51280
ITH,BGM,50378
MRY,OAR,12804
MRY,SJC,86677
MRY,NUQ,94094
MRY,RHV,83061
MRY,WVI,39104
MRY,HLI,51523
MRY,SNS,22793
SBA,NTD,74391
SBA,VBG,76479
SBA,SMX,77204
SBA,OXR,63379
SBA,LPC,63450
SBA,SQA,29542
DAB,ORL,75532
DAB,MCO,87056
DAB,SFB,48071
DAB,UST,90938
DAB,TIX,78224
DAB,LEE,83175
LPX,PLQ,60591
LPX,VNT,97405
LPX,KLJ,90135
RIX,HLJ,98288
SQQ,HLJ,22138
SQQ,PNV,69136
HLJ,RIX,98288
HLJ,SQQ,22138
HLJ,PNV,67944
KUN,VNO,85364
KUN,PNV,88476
PLQ,LPX,60591
PLQ,KLJ,30541
VNO,KUN,85364
PNV,SQQ,69136
PNV,HLJ,67944
PNV,KUN,88476
EVN,LWN,81078
EVN,IGD,48147
LWN,EVN,81078
LWN,KSY,66256
LWN,IGD,86149
ASM,MSW,64811
MSW,ASM,64811
GZA,EGH,24220
GZA,BEV,42763
GZA,VTM,70208
GZA,MIP,64262
GZA,AAC,46157
BUS,KUT,96581
KUT,BUS,96581
FMM,AGB,70694
FMM,OBF,78362
FMM,FDH,64878
FMM,FEL,80107
FMM,ACH,75679
FMM,HOH,78437
NAV,ASR,83397
EZE,AEP,31276
EZE,FDO,41371
EZE,LPG,60869
EZE,EPA,24656
EZE,CYR,81054
EBL,KIK,92315
EBL,OSM,73609
EBL,RQW,91862
EMD,BLT,64192
HEW,ATH,19771
HEW,PKH,83669
KIX,SHM,85887
KIX,ITM,43657
KIX,TKS,67141
KIX,UKB,22950
JRB,TTN,82897
JRB,EWR,13513
JRB,BDR,90335
JRB,HPN,47975
JRB,TEB,17141
JRB,WRI,90928
JRB,SWF,89739
JRB,LGA,14281
JRB,JFK,20595
JRB,NEL,79879
JRB,ISP,77354
JRB,MMU,35933
JRB,JRA,5936
JRB,CDW,30038
JRB,FRG,50349
JRB,MGJ,92552
JRB,DXR,86743
JRB,LDJ,21974
TAG,DGT,71113
TAG,CEB,72785
JAV,JCH,47026
JAV,JEG,90141
JAV,JGO,96944
JAV,QJE,92743
JAV,XIQ,18207
JAV,QQT,84317
JAV,QJI,74543
JCH,JAV,47026
JCH,JEG,65907
JCH,QJE,78444
JCH,XIQ,28829
JCH,QJI,33889
JEG,JAV,90141
JEG,JCH,65907
JEG,JGO,65743
JEG,QGQ,93515
JEG,QPW,53223
JEG,QJE,20386
JEG,XIQ,77961
JEG,QJI,39764
JEG,QRY,70030
DRW,BRT,77110
URT,UNN,93832
TKA,PAQ,96385
TKA,WWA,88257
GZM,MLA,26405
HVN,BDR,22941
HVN,HPN,72186
HVN,FOK,51421
HVN,LGA,98933
HVN,HFD,56251
HVN,BDL,77050
HVN,ISP,55146
HVN,GON,70782
HVN,FRG,74182
HVN,WST,91099
HVN,DXR,51206
HVN,OXC,31668
HVN,MTP,83587
HVN,POU,92512
AVL,GSP,66960
AVL,MRN,94415
AVL,CEU,90694
AVL,GDC,76952
AVL,GMU,67777
AVL,SPA,78699
GSO,INT,25912
GSO,SVH,98826
GSO,DAN,75522
FSD,YKN,90618
MHT,BED,52876
MHT,BOS,72419
MHT,CON,30552
MHT,PSM,52411
MHT,ORH,82370
MHT,OWD,85374
MHT,ASH,17995
MHT,LWM,35001
MHT,BVY,57489
MHT,EEN,68188
APF,FMY,49103
APF,TNT,93644
APF,RSW,42749
APF,PGD,88096
APF,MRK,20333
APF,IMM,48695
RDN,KBR,90816
RDN,TGG,43903
SDF,LOU,8695
SDF,FTK,36247
SDF,FFT,72750
CHO,SHD,41224
ROA,LYH,68604
ROA,LWB,70122
LEX,LOU,95044
LEX,FFT,30807
EVV,OWB,46087
ABQ,SAF,79715
ABQ,LAM,98417
BZN,LVM,55460
BTM,HLN,82654
TVC,HTL,83836
TVC,MBL,74232
TVC,GLR,75636
BHB,BGR,54308
BHB,RKD,73098
RKD,BGR,85935
RKD,AUG,62816
RKD,BHB,73098
RKD,LEW,94756
RKD,NHZ,69792
RFD,DPA,77105
RFD,JVL,47520
RFD,PWK,99088
RFD,VYS,94013
DME,SVO,69935
DME,VKO,45459
DME,BKA,25141
DME,ZIA,22251
DME,CKL,53169
DME,OSF,27669
MFN,TEU,98087
MFN,ZQN,75143
GSP,AND,63317
GSP,AVL,66960
GSP,CEU,65925
GSP,GDC,21002
GSP,GMU,13102
GSP,SPA,24059
BMI,DEC,71650
BMI,PIA,68956
BMI,CMI,72883
BMI,SPI,95748
BMI,VYS,99405
GPT,BFM,99149
GPT,BIX,13992
GPT,MOB,85376
GPT,HBG,97040
AZO,LAN,99658
AZO,GRR,71941
AZO,SBN,86266
AZO,JXN,90085
AZO,ANQ,76783
AZO,EKI,68459
AZO,BTL,26040
TOL,DTW,79167
TOL,YIP,76036
TOL,SKY,97824
TOL,FDY,64871
TOL,JXN,92332
TOL,AOH,99654
TOL,ARB,71009
FWA,GUS,88621
FWA,SMD,18697
FWA,MIE,83692
FWA,ANQ,74194
FWA,OKK,88430
DEC,BMI,71650
DEC,CMI,55083
DEC,SPI,69432
CID,ALO,93987
CID,IOW,30545
LSE,RST,99790
LSE,VOK,80740
LSE,PCD,96303
CWA,RHI,96299
CWA,AUW,16844
CWA,MFI,44206
CWA,ISW,48419
CWA,STE,28038
PIA,BMI,68956
PIA,SPI,91302
PIA,VYS,88993
PIA,GBG,69241
ATW,GRB,39989
ATW,OSH,30618
ATW,FLD,54257
ATW,STE,86540
ATW,SBM,76252
ATW,ETB,98210
RST,LSE,99790
RST,CCY,93459
CMI,BMI,72883
CMI,DEC,55083
CMI,DNV,60743
MHK,FRI,12512
MHK,FOE,89612
MHK,SLN,93452
MHK,EMP,99210
MHK,TOP,90912
KGC,PEA,40201
HVB,BDB,73020
HVB,MBH,27269
MZV,LMN,87606
MZV,MUR,54816
MZV,MYY,95790
MZV,LGL,79873
MZV,ODN,28674
MZV,BKM,90659
MZV,BBN,82636
MZV,LBW,99837
MZV,LKH,83340
SSH,SKV,85283
SSH,ELT,77992
FKL,YNG,69680
FKL,ERI,82712
FKL,DUJ,83466
FKL,JHW,99771
FKL,BFP,80792
NBO,WIL,12579
FTE,ING,15224
ARM,TMW,96168
ARM,IVR,84517
ARM,GLI,95219
GJT,MTJ,87549
GJT,RIL,82265
SGU,CDC,82448
DWH,IAH,22123
DWH,HOU,53366
DWH,EFD,63304
DWH,CXO,34917
DWH,CLL,97527
DWH,SGR,49939
DWH,IWS,29477
DWH,AAP,37926
DWH,HTV,76336
SRQ,SPG,41774
SRQ,PIE,58789
SRQ,TPA,64610
SRQ,MCF,50634
SRQ,PGD,76927
SRQ,BOW,97463
SRQ,VNC,37773
SRQ,LAL,84582
SRQ,CLW,67771
SRQ,TPF,58828
VNY,LAX,30701
VNY,HHR,35001
VNY,NTD,58968
VNY,EDW,95301
VNY,LGB,53646
VNY,BUR,12103
VNY,ONT,83685
VNY,PMD,59707
VNY,SNA,82671
VNY,NZJ,91884
VNY,FUL,60226
VNY,OXR,66018
VNY,AVX,89862
VNY,MHV,99515
VNY,TOA,47311
VNY,SMO,21893
VNY,WHP,8976
VNY,POC,66538
VNY,EMT,44121
VNY,CCB,74678
VNY,CNO,82876
VNY,WJF,64160
MLI,BRL,90395
MLI,CWI,45103
MLI,IOW,89131
MLI,GBG,57188
PFN,PAM,18935
PFN,VPS,86388
PFN,DSI,78635
PFN,ECP,19436
PFN,AAF,83087
PFN,EGI,94248
HIR,MBU,42744
HIR,RUS,97322
HIR,XYA,99199
PPT,MOZ,17917
PPT,TTI,60194
TEX,DRO,90340
TEX,CEZ,96321
TEX,MTJ,61906
HGN,PYY,49079
HGN,LIW,90906
RAP,RCA,11717
RAP,SPF,75463
CLD,TIJ,71509
CLD,NKX,31633
CLD,NZY,48152
CLD,SAN,44735
CLD,RAL,92952
CLD,RIV,83779
CLD,SNA,81849
CLD,NZJ,73996
CLD,OCN,12071
CLD,SDM,67955
CLD,SEE,44252
CLD,RBK,51610
CLD,CNO,99872
CLD,BNG,97021
FNT,LAN,71909
FNT,PHN,99177
FNT,DTW,89717
FNT,DET,86243
FNT,MTC,83791
FNT,YIP,82848
FNT,MBS,68798
FNT,JXN,98022
FNT,PTK,42572
FNT,ARB,82644
FNT,AMN,86375
DVO,MXI,72074
FNC,PXO,57637
KOS,PQC,60021
NPE,WIR,68945
LEV,SUV,42621
LEV,NGI,76255
LEV,KXF,81281
RDD,CIC,87636
RDD,RBL,40037
EUG,ONP,84316
EUG,SLE,88936
EUG,CVO,41940
IDA,PIH,79668
MFR,LMT,97001
RDM,PRZ,19948
PCN,NSN,61677
PCN,PPQ,99586
PCN,BHE,20469
PCN,WLG,70993
PCN,MZP,84665
WDH,ERS,42764
YWH,YCD,78517
YWH,YVR,86903
YWH,YYJ,24855
YWH,NUW,54786
YWH,BLI,74823
YWH,CXH,98899
YWH,CLM,34913
YWH,LPS,33927
YWH,FRD,29012
YWH,ESD,47311
YWH,ZNA,93906
YWH,YGG,48469
YWH,YDT,77383
YWH,YLY,93553
YWH,YBW,37957
YWH,MVW,71648
CZX,NKG,88955
CZX,WUX,77659
CZX,YTY,71873
CZX,SZV,93920
CZX,RUG,77862
YBP,LZO,82901
CAK,CLE,64889
CAK,AKC,13673
CAK,YNG,74637
CAK,CGF,72341
CAK,MFD,91056
CAK,PHD,49596
CAK,BKL,69926
CAK,LNN,85595
CAK,BFP,89921
HSV,HUA,9472
HSV,MSL,77378
HSV,GAD,97231
HSV,DCU,15691
PKB,ATO,69877
PKB,ZZV,77187
MGM,MXF,9538
MGM,SEM,56067
MGM,AUO,96730
MGM,TOI,60817
MGM,ALX,79415
PAH,CGI,73055
PAH,MWA,80076
PAH,SIK,72354
PAH,MDH,90351
JIB,OBC,48167
JIB,TDJ,37247
HAK,BAR,88685
UII,LCE,41358
UII,RTB,44416
UII,TEA,73972
MBS,LAN,93537
MBS,FNT,68798
MBS,GDW,58180
MBS,AMN,54497
BGM,ELM,75407
BGM,ITH,50378
BGM,AVP,99181
BGW,TQD,59908
BGW,XQC,76355
NNT,PRH,99577
BFV,PXR,48067
TQD,BGW,59908
TQD,XQC,97531
XQC,BGW,76355
XQC,TQD,97531
CRK,MNL,90201
CRK,SFS,53535
SDK,TMG,86458
LXG,ODY,69436
LXG,PCQ,91801
ODY,LPQ,89152
ODY,LXG,69436
SHE,AOG,79380
MNI,ANU,57418
MNI,PTP,91725
MNI,SKB,80466
MNI,BBR,99112
MNI,NEV,62527
PSG,WRG,49871
DLI,CXR,96840
DLI,PHA,65077
VKG,CAH,87012
VKG,VCA,65094
CAH,VKG,87012
VCL,DAD,89648
TBB,NHA,92806
PYY,CNX,87159
PYY,HGN,49079
BWK,SPU,41799
BWK,OMO,94504
NSI,YAO,13059
CKY,FIG,86257
AAH,LGG,56296
AAH,CGN,67391
AAH,DUS,65919
AAH,ESS,83137
AAH,MGL,50506
AAH,MST,30864
AAH,EIN,89933
AAH,GKE,18366
AAH,NRN,86811
AAH,BNJ,69004
FKB,SCN,85885
FKB,STR,84396
FKB,MHG,83430
FKB,ZQW,68976
FKB,ZQL,95490
FKB,RMS,81128
FKB,CMR,91612
FKB,SXB,42735
FKB,LHA,49303
SFB,ORL,27466
SFB,COF,86119
SFB,MLB,94884
SFB,MCO,39386
SFB,DAB,48071
SFB,ISM,57704
SFB,GIF,94233
SFB,TIX,51859
SFB,LEE,55950
JST,AOO,43681
JST,DUJ,96135
JST,LBE,48678
JST,AGC,93124
JST,CBE,78250
LUA,BHP,67923
LUA,LDN,48649
LUA,PPL,23658
LUA,RUM,46206
LUA,TMI,61720
LUA,RHP,73583
LUA,SYH,13942
BHP,BIR,77094
BHP,LUA,67923
BHP,LDN,39496
BHP,PPL,61861
BHP,RUM,52492
BHP,TPJ,67682
BHP,TMI,23389
BHP,SYH,81100
BHP,RJB,77618
LDN,JKR,95768
LDN,LUA,48649
LDN,BHP,39496
LDN,PPL,30654
LDN,RUM,13096
LDN,TMI,52229
LDN,RHP,62200
LDN,SYH,62268
LDN,RJB,82957
JMO,PKR,69314
JMO,NGX,38959
JMO,DOP,91020
JMO,BGL,63431
NGX,PKR,50145
NGX,JMO,38959
NGX,BGL,63170
PPL,LUA,23658
PPL,BHP,61861
PPL,LDN,30654
PPL,RUM,24091
PPL,TMI,64259
PPL,RHP,53474
PPL,SYH,35014
RUM,JKR,90896
RUM,LUA,46206
RUM,BHP,52492
RUM,LDN,13096
RUM,PPL,24091
RUM,TMI,63603
RUM,RHP,49389
RUM,SYH,58735
RUM,RJB,90183
DNP,RUK,58246
DNP,SKH,83383
DNP,KEP,61591
RUK,DNP,58246
RUK,JUM,72046
RUK,SKH,54821
RUK,DOP,72804
RUK,KEP,77908
JUM,RUK,72046
JUM,SKH,93899
JUM,IMK,85621
JUM,DOP,68807
JUM,BJU,56826
TPJ,IXB,97483
TPJ,BHP,67682
TPJ,TMI,49799
TPJ,BDP,94845
TMI,BIR,93050
TMI,LUA,61720
TMI,BHP,23389
TMI,LDN,52229
TMI,PPL,64259
TMI,RUM,63603
TMI,TPJ,49799
TMI,SYH,72823
SKH,DNP,83383
SKH,RUK,54821
SKH,JUM,93899
SKH,KEP,53786
IMK,JUM,85621
IMK,BJH,77858
IMK,BJU,54193
DOP,JMO,91020
DOP,RUK,72804
DOP,JUM,68807
BJH,IMK,77858
BJH,BJU,47026
MWX,KWJ,41210
MWX,MPK,25884
JTY,KGS,68180
JTY,LRS,77230
JTY,JTR,82717
JTY,JKL,66015
JIK,JKH,75724
JIK,LRS,68379
JIK,JMK,92365
JIK,SMI,49745
JIK,ADB,98262
JIK,JKL,95779
JKL,KGS,23220
JKL,LRS,27637
JKL,SMI,80936
JKL,BXN,67699
JKL,JTY,66015
JKL,JIK,95779
JKL,BJV,71769
MLO,JTR,95573
MLO,JNX,90138
MLO,PAS,67153
MLO,JSY,91119
JNX,JMK,39447
JNX,JTR,76554
JNX,MLO,90138
JNX,PAS,23630
JNX,JSY,53042
PAS,JMK,50633
PAS,JTR,76491
PAS,MLO,67153
PAS,JNX,23630
PAS,JSY,47038
KZS,DLM,94740
NRN,DUS,55599
NRN,ESS,59432
NRN,MGL,48462
NRN,MST,81139
NRN,EIN,55803
NRN,GLZ,83807
NRN,UTC,83413
NRN,ENS,90817
NRN,GKE,71760
NRN,AAH,86811
BXU,CGM,91253
BXU,SUG,89539
BXU,TDG,77279
DPL,PAG,86856
DPL,DGT,81585
DPL,OZC,72497
LGP,WNP,69281
LGP,VRC,69113
LGP,MBT,88436
OZC,PAG,57106
OZC,DPL,72497
OZC,CGY,83128
CEB,TAG,72785
NOD,BRV,92462
NOD,EME,27046
NOD,WVN,58814
NOD,BMK,32032
NOD,NRD,8632
NOD,GRQ,70079
NOD,FCN,97911
NOD,JUI,10358
NOD,HGL,77733
NOD,AGE,50508
NOD,LGO,23650
NOD,BMR,15805
JUI,EME,34222
JUI,WVN,68779
JUI,BMK,24747
JUI,NRD,11834
JUI,GRQ,70039
JUI,LWR,99542
JUI,NOD,10358
JUI,HGL,79538
JUI,AGE,57627
JUI,LGO,29908
JUI,BMR,21479
QIG,JDO,97142
PMW,PNB,47862
BKQ,BCI,96811
BDB,HVB,73020
BDB,MBH,78694
SGR,IAH,50510
SGR,HOU,36627
SGR,EFD,48195
SGR,GLS,86806
SGR,CXO,84493
SGR,DWH,49939
SGR,IWS,21863
SGR,AAP,12959
SGR,LJN,60215
SGR,BBC,74989
APA,FCS,99581
APA,BFK,16845
APA,DEN,35789
APA,COS,86034
APA,FNL,99118
APA,BJC,44134
APA,WBU,61390
APA,GXY,98289
CVN,TCC,96997
CVN,CVS,22810
FST,INK,99913
FST,PEQ,76892
FST,IRB,97807
FST,ALE,94393
LVS,SAF,85778
IWS,IAH,36930
IWS,HOU,42642
IWS,EFD,54944
IWS,GLS,99877
IWS,CXO,64393
IWS,DWH,29477
IWS,SGR,21863
IWS,AAP,13410
IWS,LJN,81584
IWS,BBC,95859
LRU,CJS,86352
LRU,ELP,74269
LRU,BIF,70796
LRU,HMN,98867
LRU,WSD,49169
LRU,DMN,75262
BKD,DYS,96300
BKD,ABI,81725
BKD,MWL,78093
BKD,SEP,87362
TPL,CNW,62642
TPL,HLR,29261
TPL,ACT,53781
TPL,GRK,41243
OZA,SJT,96680
OZA,IRB,68544
KDM,GKK,55699
LAK,YEV,63427
LAK,ZFM,91018
ZFN,YVQ,70790
TAH,AWD,46580
TAH,DLY,79854
TAH,IPA,66940
