IATA_1,IATA_2,Distance
GQQ,OSU,80614
GQQ,FDY,84631
PTZ,ATF,65654
PTZ,LTX,90701
PTZ,XMS,88616
PTZ,TNW,72841
CKV,HOP,8923
CKV,BNA,86181
CKV,BWG,96575
LPC,VBG,13282
LPC,SBA,63450
LPC,SBP,65538
LPC,SMX,25990
LPC,SQA,36496
CTH,TTN,95477
CTH,MDT,80113
CTH,MIV,96173
CTH,PNE,73765
CTH,PHL,54622
CTH,APG,62714
CTH,MUI,78457
CTH,NXX,65847
CTH,ILG,40097
CTH,ABE,83149
CTH,LNS,39983
CTH,RDG,45274
CTH,HAR,88045
CTH,BBX,54113
CTH,LLY,87106
CTH,MTN,86587
CTH,DYL,74506
CTH,UKT,65340
BST,OAZ,36370
LLK,ADU,58033
ZTU,KVD,96350
LKP,BTV,68363
LKP,PBG,58220
LKP,SLK,23650
GYG,YKS,11812
AOH,DAY,91038
AOH,FFO,98068
AOH,TOL,99654
AOH,FDY,45534
AOH,SGH,97761
DSO,WOS,64395
SSI,SVN,98332
SSI,LIY,83665
SSI,JAX,78513
SSI,BQK,13898
SSI,CRG,91542
SSI,NRB,84741
SSI,AYS,96230
BFP,PIT,34026
BFP,AKC,95173
BFP,YNG,59476
BFP,FKL,80792
BFP,CAK,89921
BFP,AGC,60724
BFP,HLG,69928
BFP,PHD,93146
GGE,MYR,54751
GGE,CHS,81446
GGE,CRE,78431
HDI,CHA,39580
HDI,UOS,96940
HDI,MMI,31461
HDI,DNN,55455
HDI,CSV,84548
HDI,APT,70797
RNT,GRF,53689
RNT,SEA,8548
RNT,TCM,44162
RNT,BFI,7661
RNT,PAE,46262
RNT,PWT,41296
RNT,OLM,78073
RNT,TIW,37054
RNT,SHN,75979
POC,LAX,60098
POC,HHR,54381
POC,EDW,91074
POC,VCV,67204
POC,LGB,45792
POC,BUR,54528
POC,ONT,17154
POC,PMD,66026
POC,RAL,34765
POC,RIV,53680
POC,SNA,46975
POC,VNY,66538
POC,NZJ,46492
POC,FUL,30523
POC,AVX,96370
POC,TOA,60700
POC,SMO,62276
POC,SBD,50427
POC,RBK,83513
POC,WHP,61038
POC,EMT,23333
POC,CCB,8946
POC,CNO,18662
POC,WJF,82693
POC,BNG,87936
CTY,GNV,80806
CTY,LCQ,79346
CTY,OCF,99741
CEU,AND,25554
CEU,AVL,90694
CEU,GSP,65925
CEU,AHN,90102
CEU,GVL,97346
CEU,TOC,38485
CEU,GDC,47656
CEU,GMU,52832
CEU,SPA,89244
BEC,ICT,19848
BEC,IAB,9344
BEC,HUT,70167
BEC,EWK,40823
BEC,WLD,60607
QFO,LTN,41895
QFO,BQH,84881
QFO,LCY,65391
QFO,LHR,80246
QFO,SEN,69616
QFO,CBG,13049
QFO,STN,23974
QFO,BEX,99576
QFO,LKZ,45958
QFO,MHZ,38664
QFO,QUY,33864
QFO,NHT,70829
QFO,BEQ,51932
QFO,KNF,68285
QFO,HYC,83813
QFO,RCS,86149
QFO,KRH,99421
SNY,BFF,99974
SNY,STK,59014
GKL,ROK,52622
GKL,GLT,81615
RPB,RPM,23885
IFL,CNS,79808
IFL,DKI,44669
IFL,MRG,83362
JRF,HHI,19849
JRF,HDH,33025
JRF,HNL,15190
JRF,NGF,35125
LUZ,BXP,89472
ECA,OSC,15613
ECA,HTL,99567
ECA,APN,85890
ECA,GDW,92319
LSZ,PUY,52131
LSZ,RJK,73815
LSZ,ZAD,91424
ONS,BWB,94511
TDR,THG,73993
TDR,XTO,92060
WBU,BFK,55256
WBU,DEN,51170
WBU,APA,61390
WBU,FNL,49410
WBU,BJC,17258
WBU,GXY,67098
BBJ,SCN,90335
BBJ,HHN,50065
BBJ,LUX,44227
BBJ,SPM,9628
BBJ,RMS,93599
PAO,OAR,92233
PAO,SUU,90750
PAO,OAK,30437
PAO,SFO,28908
PAO,SJC,19766
PAO,NUQ,7689
PAO,SCK,91075
PAO,LVK,36689
PAO,APC,84986
PAO,SQL,13198
PAO,CCR,59065
PAO,NOT,85304
PAO,HWD,22061
PAO,NGZ,40721
PAO,HAF,34589
PAO,RHV,29815
PAO,WVI,65202
PAO,HLI,88911
PAO,SNS,99707
MSC,PHX,26544
MSC,LUF,61363
MSC,AZA,18334
MSC,GYR,60344
MSC,SCF,24777
MSC,CGZ,56434
MSC,BXK,89103
MSC,DVT,41539
YTY,CZX,71873
YTY,RUG,80967
PTK,YQG,57780
PTK,YZR,98032
PTK,LAN,96291
PTK,PHN,77765
PTK,DTW,50736
PTK,DET,44114
PTK,MTC,48106
PTK,YIP,48455
PTK,FNT,42572
PTK,JXN,96561
PTK,ARB,56048
EEN,BED,93428
EEN,CEF,81347
EEN,MHT,68188
EEN,CON,71103
EEN,LEB,81052
EEN,RUT,89257
EEN,ORH,77358
EEN,BAF,90157
EEN,ASH,63061
EEN,LWM,95852
THQ,LNL,86068
VRO,VRA,16940
VRO,QSN,75551
GKK,KDM,55699
RCS,LTN,83770
RCS,ESH,80223
RCS,BQH,32825
RCS,LGW,53389
RCS,LCY,35478
RCS,FAB,89441
RCS,BBS,93993
RCS,LHR,68311
RCS,SEN,27835
RCS,LYX,53547
RCS,MSE,58608
RCS,CBG,97622
RCS,STN,62175
RCS,NHT,67731
RCS,LYM,46681
RCS,HYC,95419
RCS,QFO,86149
RCS,KRH,47274
RHD,SDE,68611
RHD,TUC,74885
VUS,KSZ,55124
IOW,CID,30545
IOW,MLI,89131
IOW,OTM,95838
TLQ,SXJ,94506
ANP,DOV,97557
ANP,FME,22903
ANP,DCA,41896
ANP,NHK,74384
ANP,ADW,29764
ANP,IAD,76832
ANP,APG,67688
ANP,BWI,27284
ANP,ESN,45952
ANP,GAI,57430
ANP,MTN,44655
ANP,MNZ,85742
ANP,DAA,58872
HRI,KCT,94675
HRI,WRZ,12735
PEQ,INK,53097
PEQ,FST,76892
HBG,GPT,97040
HBG,PIB,23903
QCJ,BAU,89453
QSC,AQA,24721
QSC,RAO,83312
QSC,QPS,59992
YKN,SUX,99984
YKN,FSD,90618
ZBM,YHU,58517
ZBM,YJN,42266
ZBM,YSC,83754
ZBM,YUL,80665
ZBM,BTV,96775
ZBM,PBG,91375
ZBM,MVL,84777
KRH,LTN,75292
KRH,SOU,90090
KRH,QLA,62490
KRH,ESH,43519
KRH,BQH,17670
KRH,LGW,8134
KRH,LCY,35158
KRH,FAB,44976
KRH,BBS,50877
KRH,LHR,36387
KRH,SEN,70311
KRH,LYX,80632
KRH,STN,79088
KRH,BEX,80168
KRH,ODH,56114
KRH,NHT,42482
KRH,LYM,81784
KRH,HYC,64234
KRH,BBP,90497
KRH,QFO,99421
KRH,RCS,47274
KRH,QUG,58665
HWD,SUU,69327
HWD,OAK,11128
HWD,SFO,22747
HWD,SJC,37156
HWD,NUQ,27818
HWD,SCK,82062
HWD,LVK,26879
HWD,APC,63231
HWD,SQL,19909
HWD,CCR,37233
HWD,NOT,66038
HWD,PAO,22061
HWD,NGZ,22636
HWD,HAF,37164
HWD,RHV,45117
HWD,WVI,85738
MZP,NSN,27513
MZP,BHE,85781
MZP,PCN,84665
MZP,KTF,38916
JHQ,PPP,32232
JHQ,HTI,22396
JHQ,WSY,137
JHQ,BMP,79407
JHQ,ZBO,63421
ARB,YQG,65360
ARB,LAN,92735
ARB,DTW,32355
ARB,DET,64007
ARB,MTC,86404
ARB,YIP,17815
ARB,TOL,71009
ARB,FNT,82644
ARB,JXN,58968
ARB,PTK,56048
SHT,BLN,56630
SHT,CWW,99160
SHT,ECH,64189
SHT,WGT,81884
TEM,WGA,82917
TEM,NRA,96856
TEM,CMD,52421
TEM,WWY,61475
TEM,NGA,70125
BFJ,LPF,88058
IGD,EVN,48147
IGD,LWN,86149
IGD,KSY,91838
IGD,AJI,81093
GNY,SFQ,39349
GNY,ADF,49279
KZR,AFY,59422
KZR,ESK,84277
KZR,USQ,74446
KZR,AOE,84545
BEO,NTL,34883
BEO,CES,42231
BEO,MTL,43186
BMP,MKY,42063
BMP,PPP,82291
BMP,HTI,59619
BMP,WSY,79538
BMP,JHQ,79407
NGZ,SUU,63004
NGZ,OAK,11513
NGZ,SFO,19524
NGZ,SJC,58669
NGZ,NUQ,47890
NGZ,SCK,95838
NGZ,STS,91041
NGZ,LVK,45280
NGZ,APC,47357
NGZ,SQL,31446
NGZ,CCR,32148
NGZ,NOT,44588
NGZ,PAO,40721
NGZ,HWD,22636
NGZ,HAF,34569
NGZ,RHV,67314
YCN,YTS,65319
BJP,GRU,51232
BJP,VCP,61257
BJP,SJK,74604
BJP,CGH,73036
BJP,CPQ,60018
BJP,PPY,99681
BQB,BUY,42952
IVR,ARM,84517
IVR,GLI,57762
GLI,ARM,95219
GLI,IVR,57762
IMM,FMY,49116
IMM,TNT,81132
IMM,RSW,37107
IMM,APF,48695
IMM,PGD,79858
IMM,PHK,80583
IMM,MRK,55810
PTB,FAF,79926
PTB,RIC,39446
PTB,PHF,90182
SBM,GRB,82693
SBM,MKE,91622
SBM,ATW,76252
SBM,OSH,61461
SBM,MWC,74858
SBM,FLD,51206
SBM,ETB,44637
KFE,CJF,98866
KFE,BYP,50961
BJU,JUM,56826
BJU,IMK,54193
BJU,BJH,47026
MZJ,DMA,56736
MZJ,TUS,57046
MZJ,AZA,93858
MZJ,AVW,15270
MZJ,CGZ,64312
SLJ,OCM,59357
KJP,OKA,35397
KJP,DNA,51800
KJP,UEO,61749
KJP,AGJ,47506
KJP,IEJ,78765
SIK,PAH,72354
SIK,CGI,36344
SIK,POF,69397
TTI,MOZ,56232
TTI,PPT,60194
GFL,ALB,67814
GFL,RUT,57369
GFL,SCH,60252
MTN,DOV,84599
MTN,FME,40053
MTN,DCA,75401
MTN,ADW,69423
MTN,IAD,99477
MTN,APG,26246
MTN,BWI,27590
MTN,ILG,79703
MTN,LNS,89182
MTN,ESN,65256
MTN,GAI,67171
MTN,CTH,86587
MTN,ANP,44655
MTN,DAA,94995
FRY,AUG,98942
FRY,PWM,64070
FRY,CON,98489
FRY,LEW,53567
FRY,NHZ,81646
NEW,NBG,24176
NEW,MSY,22803
COE,GEG,56188
COE,SKA,65097
COE,SFF,39017
BMT,LCH,95786
BMT,BPT,23062
BMT,JAS,92370
DNV,HUF,86806
DNV,IKK,99370
DNV,CMI,60743
DNV,LAF,60766
DNV,RNZ,90375
COJ,CNB,93355
TIX,ORL,52308
TIX,COF,36248
TIX,MLB,48280
TIX,MCO,50784
TIX,DAB,78224
TIX,SFB,51859
TIX,ISM,67298
BZH,KAB,65952
NYE,NYK,34333
AAP,IAH,37659
AAP,HOU,31129
AAP,EFD,43480
AAP,GLS,86975
AAP,CXO,72028
AAP,DWH,37926
AAP,SGR,12959
AAP,IWS,13410
AAP,LJN,69426
AAP,BBC,87571
FCM,MSP,19545
FCM,STC,93005
FCM,STP,33523
LIX,DWA,82223
OJC,MCI,50136
OJC,FLV,59949
OJC,FOE,81043
OJC,MKC,33140
OJC,JCI,13370
OJC,TOP,80456
OJC,LWC,45302
GIU,ACJ,50703
GIU,TRR,81794
GIU,HIM,29744
EUM,HAM,50082
EUM,XFW,60974
EUM,KEL,35935
EUM,LBC,59396
EUM,FLF,85401
EUM,SGD,98986
EUM,FCN,90973
EUM,WBG,50513
EUM,HEI,68337
EUM,PSH,85596
TKT,THS,71156
TKT,MAQ,78567
YLK,YKZ,70928
YLK,YPQ,99061
YLK,YQA,58019
YLK,YTZ,96337
YLK,YYZ,90157
YLK,YZD,83000
YLK,YOO,81853
YLK,YPD,88639
YCM,YHM,61991
YCM,YKZ,76337
YCM,YTZ,51799
YCM,YYZ,65551
YCM,YZD,65752
YCM,IAG,20584
YCM,BUF,45382
YCM,YOO,84391
YCM,DKK,78175
YCM,DU9,49557
YPD,YQA,51971
YPD,YLK,88639
MNZ,FME,77013
MNZ,DCA,43931
MNZ,ADW,57153
MNZ,IAD,25367
MNZ,BWI,89065
MNZ,MRB,85925
MNZ,GAI,58224
MNZ,ANP,85742
MNZ,DAA,29053
LJN,PSX,87799
LJN,IAH,98192
LJN,HOU,62343
LJN,EFD,62832
LJN,GLS,61023
LJN,SGR,60215
LJN,IWS,81584
LJN,AAP,69426
LJN,BBC,41869
BGG,MSR,93239
CIY,CTA,66481
CIY,NSY,53244
PTA,ILI,59508
PTA,NNL,37671
BOR,CMR,56862
BOR,BSL,39571
BOR,BRN,90344
BOR,ZHI,61000
BOR,QNC,78491
OBC,JIB,48167
OBC,TDJ,43281
TDJ,JIB,37247
TDJ,OBC,43281
AQB,CBV,94707
AQB,GUA,82322
AQB,RER,80331
AQB,AAZ,41169
NOR,EGS,34913
NOR,VPN,83110
BTZ,ISL,84395
BTZ,BDM,88111
BTZ,SAW,78286
BTZ,YEI,47085
WAR,DJJ,90499
WAR,VAI,69457
WAR,SEH,33819
EWK,ICT,47542
EWK,IAB,48572
EWK,SLN,87974
EWK,HUT,51377
EWK,EMP,99558
EWK,BEC,40823
BSJ,MHU,95767
BSJ,SXE,57514
TZR,PEV,51245
TZR,SOB,66621
FBR,EVW,54088
CLS,GRF,54225
CLS,SEA,99988
CLS,TCM,64163
CLS,HQM,79704
CLS,PWT,92021
CLS,AST,89810
CLS,OLM,33115
CLS,KLS,62569
CLS,TIW,72617
CLS,SHN,63216
EVW,SLC,95928
EVW,HIF,80345
EVW,LGU,89103
EVW,BMC,91136
EVW,FBR,54088
EVW,OGD,82257
EUF,LSF,44884
EUF,DHN,76434
EUF,CSG,65390
EUF,ABY,99835
EUF,AUO,79277
EUF,TOI,84075
EUF,OZR,93415
MEO,ECG,57476
MEO,FFA,11256
AUO,MXF,91222
AUO,LSF,51814
AUO,MGM,96730
AUO,CSG,47733
AUO,LGC,55362
AUO,PIM,57437
AUO,EUF,79277
AUO,ALX,59703
DBN,MCN,63862
DBN,WRB,57508
DBN,VDI,71029
PUK,REA,63834
CVO,EUG,41940
CVO,ONP,61637
CVO,SLE,51207
CWT,PKE,88056
CWT,OAG,68335
CWT,FRB,85150
CWT,NGA,58823
OGD,SLC,45453
OGD,HIF,8640
OGD,LGU,67598
OGD,BMC,39904
OGD,EVW,82257
AKO,STK,49083
SHN,GRF,46234
SHN,SEA,67679
SHN,TCM,51949
SHN,BFI,71798
SHN,PAE,99186
SHN,HQM,66539
SHN,PWT,40620
SHN,OLM,34780
SHN,TIW,43240
SHN,RNT,75979
SHN,CLS,63216
WNA,BET,12576
WNA,EEK,53177
WNA,KUK,36014
WNA,KWT,31165
WNA,KKH,95212
WNA,AKI,47017
WNA,PKA,11041
PKA,BET,9162
PKA,EEK,56382
PKA,KUK,44800
PKA,KWT,20610
PKA,AKI,37121
PKA,WNA,11041
YBW,YCD,57657
YBW,YVR,49544
YBW,YXX,70803
YBW,YYJ,18243
YBW,NUW,61422
YBW,BLI,51212
YBW,YWH,37957
YBW,CXH,61253
YBW,CLM,72829
YBW,LPS,36726
YBW,FRD,29675
YBW,ESD,24169
YBW,ZNA,71219
YBW,YGG,22577
YBW,YDT,39546
YBW,YLY,58853
YBW,MVW,67358
WSO,ICK,83978
WSO,AGI,89843
WKR,FPO,84110
GFO,GEO,47016
GFO,OGL,78553
DYL,TTN,26954
DYL,EWR,90082
DYL,WRI,57317
DYL,PNE,29521
DYL,PHL,52317
DYL,NXX,14990
DYL,NEL,73418
DYL,ILG,83724
DYL,ABE,44597
DYL,RDG,71682
DYL,MMU,79209
DYL,CDW,93240
DYL,BBX,24918
DYL,LLY,49395
DYL,LDJ,80785
DYL,CTH,74506
DYL,MPO,92135
DYL,UKT,24779
TGI,HUU,87610
YZY,RHT,88848
OAL,JPR,81921
OAL,PBQ,33774
OCW,GSB,86503
OCW,EWN,55385
OCW,OAJ,97087
OCW,PGV,31209
OCW,ISO,57254
OCW,RWI,82495
SWO,PNC,63553
SWO,END,77170
SWO,TIK,87429
SWO,OKC,97336
SWO,RVS,99959
SWO,CUH,36670
SWO,PWA,86242
OKM,MLC,88743
OKM,TUL,59285
OKM,RVS,41482
OKM,CUH,80765
CUH,PNC,91859
CUH,TIK,81405
CUH,TUL,84295
CUH,OKC,97176
CUH,RVS,71715
CUH,SWO,36670
CUH,OKM,80765
CUH,PWA,91528
CSM,LTS,75128
CSM,HBR,41100
WLD,PNC,48916
WLD,ICT,63981
WLD,IAB,54427
WLD,BEC,60607
PWA,END,92843
PWA,TIK,27105
PWA,OKC,16261
PWA,SWO,86242
PWA,CUH,91528
DTN,GGG,92429
DTN,SHV,12877
DTN,BAD,8829
SEP,MWL,63998
SEP,BKD,87362
SEP,FWH,92628
ADT,TIK,94128
ADT,MLC,81576
ADT,ADM,64295
IRB,FST,97807
IRB,OZA,68544
YEL,YZE,51888
YEL,YEM,78440
YEL,DRE,98777
IKB,HKY,59695
IKB,INT,79362
IKB,USA,99371
IKB,MRN,64364
IKB,SVH,52563
DAN,INT,93266
DAN,RDU,91748
DAN,GSO,75522
DAN,LYH,84776
HCW,POB,99981
HCW,SSC,94963
HCW,FLO,62498
HCW,CDN,73445
HCW,LBT,82983
HCW,SOP,77927
HCW,HVS,37556
NKT,SXZ,71015
NKT,KAC,85881
QUO,CBQ,30457
JUH,AQG,63356
JUH,WHU,99992
AOG,SHE,79380
AOG,YKH,75274
ZYI,WMT,70517
AVA,KWE,97536
AVA,LPF,97238
WTB,OKY,17341
WTB,TWB,12229
SZV,SHA,89296
SZV,CZX,93920
SZV,WUX,25885
LII,BUI,79847
LII,ILA,48118
NTI,BXB,48519
DTB,FLZ,79179
BUW,RAQ,80854
KAZ,TTE,69552
SGQ,TSX,54110
BUU,RGT,89098
ILA,LII,48118
ILA,UGU,70690
OKL,TBG,78174
KOX,TIM,54094
CMQ,MOV,92425
CMQ,DYA,78131
WMB,PTJ,85295
WMB,HLT,79382
DCN,DRB,29466
KNO,MES,25527
AMN,LAN,61042
AMN,GRR,83768
AMN,FNT,86375
AMN,MBS,54497
AMN,GDW,74201
HMY,SSN,99488
HMY,OSN,64788
HMY,GMP,98877
HMY,SWU,75493
HMY,ICN,85227
HMY,KUV,89838
HMY,CJJ,90389
EMT,LAX,37948
EMT,HHR,33120
EMT,EDW,92250
EMT,VCV,82657
EMT,LGB,31772
EMT,BUR,32462
EMT,ONT,40160
EMT,PMD,60654
EMT,RAL,56451
EMT,RIV,75190
EMT,SNA,48222
EMT,VNY,44121
EMT,NZJ,53595
EMT,FUL,24368
EMT,AVX,83630
EMT,TOA,42234
EMT,SMO,39158
EMT,SBD,73759
EMT,WHP,39796
EMT,POC,23333
EMT,CCB,32112
EMT,CNO,38755
EMT,WJF,74846
IXT,IXV,53780
IXT,DIB,72012
IXT,TEI,79732
KRQ,DOK,70829
QKX,ENF,77073
SSF,SAT,21897
SSF,SKF,11896
SSF,RND,28414
SSF,ERV,92767
JAS,POE,82412
JAS,LFK,78444
JAS,DRI,66686
JAS,BMT,92370
MRF,ALE,32109
ALE,FST,94393
ALE,MRF,32109
BQE,OXB,69480
BUY,BQB,42952
CCB,LAX,69041
CCB,HHR,63289
CCB,EDW,90176
CCB,VCV,60921
CCB,LGB,53903
CCB,BUR,62602
CCB,ONT,10132
CCB,PMD,68213
CCB,RAL,28611
CCB,RIV,47205
CCB,SNA,51295
CCB,VNY,74678
CCB,NZJ,48642
CCB,FUL,37917
CCB,TOA,69291
CCB,SMO,71166
CCB,SBD,41795
CCB,RBK,79118
CCB,WHP,68757
CCB,POC,8946
CCB,EMT,32112
CCB,CNO,15949
CCB,WJF,85369
CCB,BNG,80029
EKI,AZO,68459
EKI,SBN,26128
EKI,SMD,95649
EKI,MGC,68000
EKI,ANQ,76977
EKI,VPZ,88654
EKI,BTL,90268
CUB,CAE,12008
CUB,SSC,48431
CUB,AIK,73133
CUB,CDN,52793
CUB,HVS,93947
CUB,MMT,18741
CUB,OGB,58549
GDC,AND,42334
GDC,AVL,76952
GDC,GSP,21002
GDC,TOC,86137
GDC,CEU,47656
GDC,GMU,10262
GDC,SPA,42178
HVS,SSC,57815
HVS,FLO,43692
HVS,CDN,43072
HVS,LBT,99908
HVS,HCW,37556
HVS,CUB,93947
HVS,MMT,82644
SZT,TGZ,54383
DU9,YHM,43448
DU9,YKF,91283
DU9,YTZ,85623
DU9,YYZ,89657
DU9,YZD,97454
DU9,IAG,59016
DU9,BUF,70825
DU9,ERI,99840
DU9,JHW,84681
DU9,DKK,49811
DU9,YCM,49557
RIH,BLB,83543
RIH,PAC,91596
RIH,SYP,95677
RIH,CTD,53198
LEE,ORL,55803
LEE,MCO,65611
LEE,DAB,83175
LEE,SFB,55950
LEE,ISM,69602
LEE,BOW,97959
LEE,LAL,95110
LEE,GIF,84798
LEE,ZPH,74423
LEE,OCF,56127
PPY,GUJ,92311
PPY,POO,83350
PPY,VAG,90418
PPY,BJP,99681
PPY,QHP,93284
EIK,MPW,72746
EIK,TGK,75428
ERD,MPW,60054
CNO,LAX,71278
CNO,HHR,64714
CNO,VCV,73160
CNO,LGB,50694
CNO,BUR,71159
CNO,ONT,9641
CNO,PMD,83718
CNO,RAL,17908
CNO,RIV,36449
CNO,SNA,39550
CNO,VNY,82876
CNO,CLD,99872
CNO,NZJ,34358
CNO,FUL,33683
CNO,OCN,88303
CNO,AVX,96070
CNO,TOA,67704
CNO,SMO,75265
CNO,SBD,39444
CNO,RBK,64854
CNO,WHP,78220
CNO,POC,18662
CNO,EMT,38755
CNO,CCB,15949
CNO,BNG,72809
HTR,ISG,58288
HTR,OGN,95520
BWW,AVI,75706
BWW,CCC,86056
BWW,SNU,83125
BWW,USS,78590
PRB,NLC,95365
PRB,SBP,48565
PRB,SMX,87535
PKX,PEK,65192
PKX,TSN,91253
PKX,NAY,30437
HAF,SUU,97470
HAF,OAK,33840
HAF,SFO,16180
HAF,SJC,53272
HAF,NUQ,41380
HAF,LVK,63314
HAF,APC,80265
HAF,SQL,22164
HAF,CCR,65867
HAF,NOT,70320
HAF,PAO,34589
HAF,HWD,37164
HAF,NGZ,34569
HAF,RHV,63553
HAF,WVI,90042
HCJ,LLB,76763
WJF,LAX,90581
WJF,HHR,91715
WJF,EDW,35661
WJF,VCV,78191
WJF,BUR,61514
WJF,ONT,95071
WJF,PMD,17467
WJF,VNY,64160
WJF,FUL,99212
WJF,MHV,35957
WJF,SMO,83506
WJF,WHP,56510
WJF,POC,82693
WJF,EMT,74846
WJF,CCB,85369
CJF,KFE,98866
CJF,BYP,48726
GUZ,VIX,48263
UBT,GUJ,73502
UBT,SJK,83722
UBT,QHP,63418
BOX,MCV,47049
QUG,BOH,76698
QUG,SOU,43156
QUG,QLA,41237
QUG,ESH,32576
QUG,BQH,76268
QUG,LGW,51195
QUG,LCY,91648
QUG,FAB,46369
QUG,BBS,52075
QUG,LHR,71131
QUG,BEX,87474
QUG,ODH,43647
QUG,NHT,80791
QUG,HYC,83815
QUG,BBP,31866
QUG,KRH,58665
TNW,OCC,93931
TNW,PTZ,72841
FYJ,KHV,70918
PZL,MZQ,36079
LPF,BFJ,88058
LPF,AVA,97238
WOS,DSO,64395
IGT,OGZ,35403
ASN,ANB,17997
ASN,BHM,65175
ASN,GAD,44967
ASN,ALX,73394
GMU,AND,51278
GMU,AVL,67777
GMU,GSP,13102
GMU,TOC,91044
GMU,CEU,52832
GMU,GDC,10262
GMU,SPA,36718
NGD,STT,80621
NGD,EIS,38663
NGD,VIJ,32918
NGD,SPB,77654
TOI,MXF,67045
TOI,DHN,80289
TOI,MGM,60817
TOI,EUF,84075
TOI,ETS,63317
TOI,OZR,70987
ETS,CEW,82971
ETS,DHN,42894
ETS,TOI,63317
ETS,EGI,93595
ETS,OZR,17942
EFG,POM,58082
EFG,PNP,81285
EFG,KGW,2256
EFG,NDN,2919
EFG,BNM,5180
KGW,POM,60078
KGW,PNP,79413
KGW,EFG,2256
KGW,NDN,1836
KGW,BNM,3147
NDN,POM,60952
NDN,PNP,78380
NDN,EFG,2919
NDN,KGW,1836
NDN,BNM,4424
BNM,POM,61680
BNM,PNP,78279
BNM,EFG,5180
BNM,KGW,3147
BNM,NDN,4424
ALX,ANB,75607
ALX,MXF,70214
ALX,MGM,79415
ALX,LGC,83822
ALX,AUO,59703
ALX,ASN,73394
GPN,BRT,46180
GPN,SNB,25417
DOH,DIA,4524
DOH,XJD,34235
HZP,YMM,86123
HDE,LXN,53014
PTT,GBD,72220
PTT,HUT,87776
LXN,LBF,84866
LXN,MCK,94829
LXN,HDE,53014
CBF,OMA,12195
CBF,LNK,95350
CBF,OFF,20198
CBF,FET,66901
OKK,IND,92466
OKK,GUS,15495
OKK,FWA,88430
OKK,MIE,64608
OKK,LAF,75456
OKK,AID,60123
GBG,PIA,69241
GBG,MLI,57188
GBG,BRL,60949
GBG,CWI,99784
GBG,EOK,99590
GUY,LBL,63087
IDP,CFV,19680
IDP,CNU,62456
IDP,PPF,30762
BBC,PSX,46649
BBC,HOU,93903
BBC,EFD,98295
BBC,SGR,74989
BBC,IWS,95859
BBC,AAP,87571
BBC,LJN,41869
PRX,GVT,85289
CFV,JLN,95509
CFV,IDP,19680
CFV,CNU,64445
CFV,PPF,26898
GXY,BFK,82523
GXY,DEN,64177
GXY,CYS,81371
GXY,APA,98289
GXY,FNL,32063
GXY,BJC,71815
GXY,WBU,67098
FET,OMA,54764
FET,LNK,69529
FET,OFF,62771
FET,CBF,66901
FET,OFK,96667
LGD,ALW,92205
LGD,PDT,79165
LGD,BKE,52766
MPO,AVP,36500
MPO,ABE,54285
MPO,RDG,97892
MPO,MMU,89342
MPO,CDW,96709
MPO,HZL,54358
MPO,WBW,43360
MPO,DYL,92135
MPO,UKT,78180
UKT,TTN,51344
UKT,WRI,81807
UKT,PNE,50415
UKT,PHL,63840
UKT,NXX,32865
UKT,NEL,98196
UKT,ILG,86360
UKT,ABE,24654
UKT,LNS,85122
UKT,RDG,49845
UKT,MMU,91215
UKT,HZL,80287
UKT,BBX,34592
UKT,LLY,71291
UKT,LDJ,98346
UKT,CTH,65340
UKT,DYL,24779
UKT,MPO,78180
BNG,VCV,89620
BNG,ONT,70788
BNG,RAL,54953
BNG,RIV,37992
BNG,PSP,33450
BNG,SNA,98026
BNG,CLD,97021
BNG,NZJ,85923
BNG,OCN,91377
BNG,TRM,71950
BNG,UDD,56699
BNG,SBD,40293
BNG,RBK,46539
BNG,POC,87936
BNG,CCB,80029
BNG,CNO,72809
OFK,SUX,98309
OFK,FET,96667
TPF,SPG,24220
TPF,PIE,23429
TPF,TPA,10608
TPF,MCF,10224
TPF,SRQ,58828
TPF,BOW,65567
TPF,VNC,93958
TPF,LAL,43131
TPF,AVO,97699
TPF,GIF,70353
TPF,ZPH,45183
TPF,CLW,31176
BZC,MEA,51766
BZC,CFB,20299
ITP,CAW,79888
REZ,GUJ,82194
REZ,SNZ,93078
VLP,STZ,87095
VLP,CFO,86288
APQ,MCZ,96516
BNC,KSE,82229
MTP,FOK,65146
MTP,PVD,84142
MTP,HFD,95403
MTP,HVN,83587
MTP,GON,30089
MTP,WST,31952
MTP,BID,30517
MTP,NCO,71877
VPZ,IKK,82128
VPZ,MDW,72199
VPZ,ORD,94733
VPZ,SBN,64055
VPZ,MGC,31778
VPZ,GYY,38331
VPZ,LOT,92348
VPZ,JOT,97692
VPZ,CGX,67287
VPZ,EKI,88654
VPZ,RNZ,58225
DRV,IFU,62566
PDU,GHU,88624
ATI,URG,85728
HSM,SWC,67536
HSM,WKB,44616
SWH,BZD,83835
SWH,KRA,55676
TTL,NAN,88236
TTL,PTF,92188
TTL,MNF,83780
TTL,YAS,29783
SQX,XAP,92747
SQX,FBE,91603
LDM,MKG,89332
LDM,MBL,36819
RHV,OAR,72646
RHV,OAK,55937
RHV,SFO,58541
RHV,SJC,10281
RHV,NUQ,22356
RHV,SCK,80802
RHV,MOD,83079
RHV,MRY,83061
RHV,LVK,40131
RHV,SQL,42999
RHV,CCR,76063
RHV,PAO,29815
